Student_ID,Gender,Study_Hours_per_Week,Attendance_Percentage,Sleep_Hours_Per_Night,Internet_Access_at_Home,Previous_Exam_Score,Extracurricular_Activities,Final_Exam_Score,Pass_Fail
S2481,Male,30,52,5.5,No,96,Yes,72,Pass
S2482,Male,38,71,8.9,No,93,Yes,67,Pass
S2483,Female,38,97,9.1,Yes,83,No,80,Pass
S2484,Male,38,82,9.4,No,48,No,60,Pass
S2485,Female,40,56,6.9,Yes,34,No,59,Pass
S2486,Female,36,69,6.8,No,48,Yes,48,Fail
S2487,Female,5,68,7.0,Yes,83,No,41,Fail
S2488,Male,6,99,7.4,No,91,Yes,49,Fail
S2489,Male,34,65,8.9,Yes,83,Yes,57,Pass
S2490,Female,25,66,5.9,No,71,Yes,48,Fail
S2491,Male,37,70,8.5,No,91,Yes,65,Pass
S2492,Female,29,61,9.2,No,91,No,70,Pass
S2493,Male,12,76,4.6,No,36,No,25,Fail
S2494,Male,30,51,7.7,Yes,42,No,45,Fail
S2495,Male,24,93,5.9,No,100,No,75,Pass
S2496,Male,10,91,9.1,Yes,54,No,46,Fail
S2497,Male,8,68,5.2,No,88,No,43,Fail
S2498,Male,9,85,8.1,No,37,No,31,Fail
S2499,Female,30,96,8.0,Yes,88,Yes,69,Pass
S2500,Female,28,92,6.9,Yes,95,No,80,Pass
S2501,Female,7,69,5.8,Yes,43,Yes,29,Fail
S2502,Male,21,79,8.7,Yes,66,No,49,Fail
S2503,Female,22,56,5.2,No,87,No,53,Pass
S2504,Female,33,71,5.2,Yes,59,No,47,Fail
S2505,Male,5,73,4.8,Yes,50,No,22,Fail
S2506,Female,31,79,6.6,No,83,Yes,59,Pass
S2507,Male,29,82,9.1,Yes,98,Yes,71,Pass
S2508,Female,25,55,5.3,No,77,Yes,63,Pass
S2509,Female,36,78,7.8,Yes,73,Yes,62,Pass
S2510,Male,21,79,9.3,Yes,80,No,57,Pass
S2511,Male,22,53,5.1,Yes,48,Yes,35,Fail
S2512,Male,16,72,7.8,Yes,84,No,61,Pass
S2513,Female,6,77,8.2,Yes,48,Yes,46,Fail
S2514,Male,21,71,5.1,Yes,46,Yes,44,Fail
S2515,Female,19,67,9.3,Yes,49,No,34,Fail
S2516,Male,10,84,8.4,No,36,Yes,26,Fail
S2517,Male,5,58,8.6,No,98,Yes,50,Pass
S2518,Female,28,90,8.4,No,69,Yes,58,Pass
S2519,Male,23,93,6.2,No,53,No,60,Pass
S2520,Male,37,76,7.9,No,98,Yes,66,Pass
S2521,Male,32,72,6.5,No,55,Yes,66,Pass
S2522,Female,23,59,8.6,Yes,44,No,34,Fail
S2523,Female,19,86,9.0,Yes,72,No,45,Fail
S2524,Male,26,76,4.7,No,76,Yes,64,Pass
S2525,Male,7,60,7.5,No,38,No,37,Fail
S2526,Male,37,84,8.8,No,80,No,67,Pass
S2527,Female,30,82,7.3,Yes,93,No,69,Pass
S2528,Female,31,98,5.8,Yes,38,Yes,45,Fail
S2529,Male,33,52,6.6,Yes,88,No,61,Pass
S2530,Female,37,77,5.3,No,44,Yes,52,Pass
S2531,Female,38,58,6.5,Yes,85,No,63,Pass
S2532,Female,31,97,6.9,Yes,35,Yes,61,Pass
S2533,Male,7,88,6.0,Yes,71,No,57,Pass
S2534,Female,14,62,8.0,No,38,Yes,45,Fail
S2535,Female,7,68,8.8,Yes,52,Yes,26,Fail
S2536,Male,31,54,9.1,Yes,66,Yes,55,Pass
S2537,Male,30,65,6.9,Yes,55,No,58,Pass
S2538,Male,34,50,5.1,No,89,Yes,55,Pass
S2539,Male,35,87,4.5,No,62,No,56,Pass
S2540,Male,14,93,4.9,Yes,91,No,55,Pass
S2541,Male,26,90,8.6,No,52,No,53,Pass
S2542,Female,28,64,5.6,No,60,Yes,54,Pass
S2543,Male,20,90,8.9,Yes,67,No,49,Fail
S2544,Female,35,65,6.3,No,47,Yes,43,Fail
S2545,Female,25,88,9.5,Yes,77,No,67,Pass
S2546,Female,31,92,6.2,Yes,92,No,80,Pass
S2547,Male,20,58,5.9,Yes,59,Yes,37,Fail
S2548,Female,40,57,6.7,No,80,Yes,59,Pass
S2549,Female,21,51,4.6,No,94,No,55,Pass
S2550,Male,37,57,7.5,Yes,73,Yes,53,Pass
S2551,Male,15,54,9.4,No,63,No,34,Fail
S2552,Female,19,71,9.3,Yes,81,Yes,55,Pass
S2553,Male,15,83,8.9,Yes,71,Yes,43,Fail
S2554,Male,32,63,8.3,Yes,36,No,57,Pass
S2555,Male,31,63,6.3,Yes,39,Yes,47,Fail
S2556,Female,15,56,8.5,No,77,No,54,Pass
S2557,Female,39,76,8.4,No,86,Yes,75,Pass
S2558,Male,22,95,9.3,No,66,Yes,62,Pass
S2559,Male,17,90,9.4,No,90,Yes,52,Pass
S2560,Male,17,97,8.0,Yes,57,Yes,43,Fail
S2561,Male,20,68,7.8,No,41,No,50,Pass
S2562,Male,38,53,9.0,No,75,Yes,70,Pass
S2563,Male,38,74,6.5,Yes,37,Yes,49,Fail
S2564,Male,37,58,5.9,Yes,58,Yes,47,Fail
S2565,Female,11,69,7.7,No,72,No,51,Pass
S2566,Male,30,98,6.9,No,94,No,77,Pass
S2567,Female,34,55,6.9,No,66,Yes,51,Pass
S2568,Female,5,85,8.8,Yes,31,No,36,Fail
S2569,Male,28,79,8.7,Yes,50,Yes,62,Pass
S2570,Male,38,89,6.5,No,58,Yes,71,Pass
S2571,Male,15,56,5.9,Yes,47,Yes,29,Fail
S2572,Male,29,76,9.2,Yes,87,No,64,Pass
S2573,Female,29,75,8.6,Yes,67,No,49,Fail
S2574,Male,25,73,7.4,Yes,80,No,54,Pass
S2575,Male,27,54,7.5,Yes,44,Yes,37,Fail
S2576,Male,26,94,5.9,No,90,Yes,58,Pass
S2577,Male,9,58,6.1,No,87,No,54,Pass
S2578,Male,19,57,7.9,No,88,Yes,61,Pass
S2579,Female,7,95,8.8,No,65,No,42,Fail
S2580,Female,34,60,6.0,Yes,94,No,60,Pass
S2581,Female,9,59,5.8,Yes,41,No,26,Fail
S2582,Female,20,99,8.6,No,49,Yes,54,Pass
S2583,Female,13,90,7.8,Yes,52,Yes,36,Fail
S2584,Male,35,53,6.2,Yes,78,No,60,Pass
S2585,Male,6,65,4.5,Yes,87,No,41,Fail
S2586,Female,18,67,7.5,Yes,59,Yes,43,Fail
S2587,Female,14,61,6.7,Yes,45,No,44,Fail
S2588,Female,8,91,7.5,Yes,86,Yes,45,Fail
S2589,Male,32,75,5.2,No,37,No,49,Fail
S2590,Male,13,99,8.6,No,94,Yes,61,Pass
S2591,Male,17,69,4.7,No,45,No,29,Fail
S2592,Female,34,90,7.8,Yes,87,No,68,Pass
S2593,Female,26,54,5.9,No,54,Yes,48,Fail
S2594,Female,13,92,6.4,No,41,No,41,Fail
S2595,Male,14,94,8.8,No,44,Yes,37,Fail
S2596,Female,33,74,9.2,No,79,Yes,75,Pass
S2597,Male,6,95,6.5,No,61,No,39,Fail
S2598,Male,23,54,6.2,Yes,55,Yes,42,Fail
S2599,Male,38,77,7.5,Yes,59,Yes,65,Pass
S2600,Male,5,64,9.5,Yes,31,No,30,Fail
S2601,Female,33,85,7.6,No,98,No,64,Pass
S2602,Male,27,56,5.7,Yes,31,No,41,Fail
S2603,Male,19,77,5.5,Yes,37,No,43,Fail
S2604,Male,36,80,7.5,Yes,43,No,46,Fail
S2605,Male,17,63,6.9,Yes,99,Yes,63,Pass
S2606,Female,29,85,4.9,No,56,Yes,43,Fail
S2607,Female,40,50,7.2,Yes,59,No,49,Fail
S2608,Female,28,84,8.2,No,90,Yes,58,Pass
S2609,Male,30,78,7.1,No,100,Yes,63,Pass
S2610,Female,25,89,7.8,Yes,64,No,67,Pass
S2611,Male,20,62,6.1,No,72,No,43,Fail
S2612,Female,19,62,8.7,Yes,48,Yes,40,Fail
S2613,Male,5,94,6.3,No,46,Yes,33,Fail
S2614,Female,22,86,5.1,Yes,75,Yes,59,Pass
S2615,Male,6,52,6.8,No,33,Yes,34,Fail
S2616,Male,34,84,5.3,Yes,37,No,49,Fail
S2617,Female,16,84,9.1,No,67,No,55,Pass
S2618,Male,7,64,4.6,Yes,91,No,49,Fail
S2619,Male,35,88,5.4,No,61,No,56,Pass
S2620,Male,35,76,7.6,Yes,83,Yes,60,Pass
S2621,Male,17,81,4.7,No,30,No,37,Fail
S2622,Female,40,74,9.1,No,45,No,57,Pass
S2623,Male,6,96,5.3,Yes,40,Yes,45,Fail
S2624,Female,40,93,6.4,Yes,98,Yes,87,Pass
S2625,Male,28,62,7.4,No,85,No,57,Pass
S2626,Male,40,79,9.5,Yes,55,Yes,57,Pass
S2627,Female,13,77,9.3,Yes,51,No,38,Fail
S2628,Male,28,67,5.3,Yes,93,Yes,59,Pass
S2629,Female,17,57,6.0,Yes,100,Yes,67,Pass
S2630,Female,34,82,9.3,No,31,No,52,Pass
S2631,Male,28,99,8.4,Yes,78,Yes,65,Pass
S2632,Female,22,61,5.1,No,32,Yes,34,Fail
S2633,Female,11,100,8.4,No,95,Yes,59,Pass
S2634,Female,19,96,5.8,No,91,No,58,Pass
S2635,Male,21,71,6.7,No,35,Yes,41,Fail
S2636,Female,27,56,8.2,Yes,41,Yes,45,Fail
S2637,Female,11,100,7.2,No,67,Yes,55,Pass
S2638,Female,30,69,4.8,No,34,No,44,Fail
S2639,Male,36,100,6.3,Yes,84,Yes,72,Pass
S2640,Male,40,50,7.2,Yes,81,No,71,Pass
S2641,Female,20,73,4.5,No,96,Yes,59,Pass
S2642,Male,14,81,8.4,Yes,42,No,37,Fail
S2643,Female,13,57,7.6,No,68,Yes,41,Fail
S2644,Female,39,80,7.3,No,42,No,57,Pass
S2645,Male,5,83,8.8,No,48,Yes,42,Fail
S2646,Female,26,95,9.4,Yes,59,Yes,59,Pass
S2647,Female,32,67,7.4,Yes,36,Yes,38,Fail
S2648,Female,13,57,8.3,No,69,Yes,35,Fail
S2649,Male,25,84,7.8,No,84,No,73,Pass
S2650,Female,12,59,6.4,Yes,81,Yes,41,Fail
S2651,Male,13,64,7.5,No,99,Yes,65,Pass
S2652,Male,37,76,5.8,No,50,Yes,56,Pass
S2653,Male,36,52,6.8,No,68,No,63,Pass
S2654,Male,7,60,6.8,No,59,Yes,27,Fail
S2655,Male,14,80,4.7,No,58,No,40,Fail
S2656,Female,26,82,9.1,Yes,67,Yes,58,Pass
S2657,Female,29,81,9.1,No,51,No,50,Pass
S2658,Male,21,97,5.6,Yes,47,Yes,54,Pass
S2659,Male,15,97,8.7,No,94,Yes,61,Pass
S2660,Male,9,100,8.3,No,32,No,43,Fail
S2661,Female,5,63,8.7,Yes,43,Yes,36,Fail
S2662,Male,34,51,6.5,No,93,No,64,Pass
S2663,Female,40,69,8.9,No,99,Yes,74,Pass
S2664,Male,30,63,9.5,Yes,33,Yes,50,Pass
S2665,Male,38,69,5.2,No,95,No,69,Pass
S2666,Male,36,58,8.6,Yes,92,No,72,Pass
S2667,Male,9,58,7.2,No,81,Yes,52,Pass
S2668,Female,7,54,6.1,No,91,No,53,Pass
S2669,Male,19,73,9.3,No,52,No,37,Fail
S2670,Female,32,56,6.8,No,91,Yes,59,Pass
S2671,Female,22,81,7.1,No,86,No,59,Pass
S2672,Male,39,62,5.8,No,100,No,77,Pass
S2673,Male,9,76,7.0,No,63,No,53,Pass
S2674,Female,29,51,5.2,Yes,81,Yes,57,Pass
S2675,Female,31,82,6.6,Yes,58,No,55,Pass
S2676,Female,10,85,6.9,Yes,77,Yes,40,Fail
S2677,Male,36,90,5.7,Yes,47,No,68,Pass
S2678,Female,18,85,6.3,Yes,40,Yes,53,Pass
S2679,Female,26,58,7.8,No,41,No,42,Fail
S2680,Female,19,98,8.9,No,90,Yes,58,Pass
S2681,Male,28,52,8.6,Yes,98,Yes,59,Pass
S2682,Male,12,89,7.2,No,34,Yes,28,Fail
S2683,Female,5,74,5.4,Yes,96,Yes,42,Fail
S2684,Male,8,91,9.2,Yes,84,No,52,Pass
S2685,Female,7,98,5.4,No,73,Yes,58,Pass
S2686,Female,21,74,6.8,No,52,No,57,Pass
S2687,Female,39,89,9.2,Yes,68,Yes,62,Pass
S2688,Male,35,72,8.6,Yes,100,Yes,69,Pass
S2689,Female,9,89,7.0,No,54,Yes,44,Fail
S2690,Male,15,84,5.9,Yes,41,Yes,43,Fail
S2691,Male,20,96,8.2,Yes,57,Yes,60,Pass
S2692,Male,19,89,8.7,Yes,94,Yes,67,Pass
S2693,Male,34,61,5.2,Yes,75,Yes,71,Pass
S2694,Female,40,54,8.8,Yes,60,Yes,53,Pass
S2695,Female,14,55,6.2,No,48,Yes,45,Fail
S2696,Male,14,83,8.2,Yes,71,Yes,56,Pass
S2697,Male,16,50,4.6,No,92,No,38,Fail
S2698,Male,25,91,7.5,No,31,Yes,42,Fail
S2699,Female,7,98,8.9,No,37,Yes,44,Fail
S2700,Male,10,77,7.9,Yes,73,Yes,50,Pass
S2701,Female,20,56,8.8,Yes,86,Yes,56,Pass
S2702,Male,28,50,7.9,No,63,No,58,Pass
S2703,Male,24,91,7.0,Yes,89,Yes,74,Pass
S2704,Female,27,52,4.6,No,67,No,56,Pass
S2705,Male,9,65,5.9,No,58,No,42,Fail
S2706,Female,34,61,8.8,No,94,No,71,Pass
S2707,Female,12,60,8.3,Yes,71,No,40,Fail
S2708,Male,26,97,4.5,No,88,Yes,72,Pass
S2709,Female,19,50,6.4,Yes,84,No,55,Pass
S2710,Male,24,50,4.9,Yes,94,No,49,Fail
S2711,Female,30,85,8.8,Yes,76,No,55,Pass
S2712,Male,20,78,9.2,No,81,No,50,Pass
S2713,Female,21,52,4.8,No,64,No,48,Fail
S2714,Female,30,51,8.7,No,55,Yes,42,Fail
S2715,Female,31,64,5.5,Yes,45,Yes,45,Fail
S2716,Female,33,89,6.7,Yes,77,No,75,Pass
S2717,Female,20,90,6.6,Yes,55,Yes,58,Pass
S2718,Male,28,99,4.7,Yes,72,No,56,Pass
S2719,Female,23,79,6.0,Yes,38,No,51,Pass
S2720,Female,36,89,7.9,No,54,No,57,Pass
S2721,Female,29,83,6.3,No,47,Yes,45,Fail
S2722,Female,36,96,8.6,No,42,Yes,54,Pass
S2723,Female,7,67,5.5,Yes,97,Yes,61,Pass
S2724,Male,33,67,7.4,No,76,No,67,Pass
S2725,Male,10,67,4.5,Yes,100,No,53,Pass
S2726,Male,33,72,4.8,No,47,Yes,50,Pass
S2727,Male,38,100,5.8,No,84,Yes,68,Pass
S2728,Male,20,82,7.9,No,46,No,53,Pass
S2729,Male,24,77,8.5,Yes,35,Yes,39,Fail
S2730,Male,12,84,4.9,Yes,37,No,28,Fail
S2731,Female,22,76,7.8,No,49,Yes,41,Fail
S2732,Male,30,57,6.4,No,70,Yes,46,Fail
S2733,Female,39,80,5.6,Yes,32,No,55,Pass
S2734,Male,40,89,7.2,No,53,No,54,Pass
S2735,Male,28,58,9.4,Yes,96,Yes,72,Pass
S2736,Male,38,81,6.5,No,84,Yes,63,Pass
S2737,Male,22,95,8.6,No,45,Yes,57,Pass
S2738,Male,17,87,9.5,Yes,70,No,53,Pass
S2739,Male,18,53,8.4,Yes,64,No,52,Pass
S2740,Female,32,51,6.8,Yes,77,Yes,68,Pass
S2741,Male,22,82,6.5,No,62,Yes,63,Pass
S2742,Male,37,51,6.7,Yes,70,Yes,70,Pass
S2743,Female,25,70,5.8,No,70,No,64,Pass
S2744,Male,38,77,7.5,No,34,No,63,Pass
S2745,Female,39,86,6.9,Yes,97,Yes,69,Pass
S2746,Male,38,91,7.3,Yes,87,Yes,68,Pass
S2747,Female,8,67,8.3,Yes,49,Yes,34,Fail
S2748,Female,13,92,9.3,Yes,81,No,53,Pass
S2749,Female,21,75,6.6,No,72,Yes,52,Pass
S2750,Female,15,75,6.8,Yes,63,No,37,Fail
S2751,Male,32,66,5.6,Yes,71,Yes,60,Pass
S2752,Male,38,84,7.6,Yes,62,Yes,63,Pass
S2753,Female,31,56,4.9,Yes,50,No,46,Fail
S2754,Female,20,86,5.8,No,35,No,49,Fail
S2755,Male,36,71,7.3,Yes,44,No,49,Fail
S2756,Female,9,71,7.5,Yes,83,Yes,42,Fail
S2757,Male,15,83,9.1,Yes,76,No,58,Pass
S2758,Female,27,50,5.5,Yes,36,No,33,Fail
S2759,Male,27,57,6.5,No,65,Yes,62,Pass
S2760,Female,19,83,6.5,No,61,No,58,Pass
S2761,Female,19,65,8.2,No,88,Yes,57,Pass
S2762,Female,6,69,6.6,No,62,Yes,49,Fail
S2763,Male,25,83,6.9,Yes,71,No,61,Pass
S2764,Female,18,68,5.1,Yes,41,No,48,Fail
S2765,Male,28,100,5.0,No,86,Yes,63,Pass
S2766,Male,13,53,9.1,No,76,No,45,Fail
S2767,Male,30,67,8.0,Yes,47,Yes,43,Fail
S2768,Male,10,85,9.2,No,82,No,45,Fail
S2769,Female,18,69,8.3,Yes,34,Yes,46,Fail
S2770,Male,29,84,5.0,No,48,No,48,Fail
S2771,Male,25,66,9.0,Yes,51,Yes,49,Fail
S2772,Male,9,96,6.5,Yes,58,No,35,Fail
S2773,Male,27,99,6.7,Yes,56,Yes,67,Pass
S2774,Female,30,80,7.2,Yes,45,Yes,45,Fail
S2775,Male,21,53,9.3,Yes,72,No,58,Pass
S2776,Male,9,99,8.3,Yes,48,No,46,Fail
S2777,Female,27,92,6.0,Yes,72,No,63,Pass
S2778,Male,13,80,7.4,Yes,39,No,32,Fail
S2779,Female,9,91,5.8,No,59,No,46,Fail
S2780,Male,16,72,6.2,No,89,Yes,59,Pass
S2781,Male,34,67,7.8,No,44,Yes,62,Pass
S2782,Female,18,66,9.4,No,50,Yes,41,Fail
S2783,Male,30,79,9.0,Yes,54,No,50,Pass
S2784,Female,30,51,5.1,No,47,Yes,53,Pass
S2785,Male,13,80,6.7,No,45,No,46,Fail
S2786,Female,16,65,4.8,No,43,Yes,28,Fail
S2787,Male,14,51,8.4,Yes,78,Yes,52,Pass
S2788,Male,35,99,4.9,No,40,No,63,Pass
S2789,Male,33,92,5.7,No,39,Yes,58,Pass
S2790,Female,28,76,7.9,Yes,81,Yes,70,Pass
S2791,Female,17,71,7.0,No,99,Yes,51,Pass
S2792,Female,7,76,5.9,No,79,No,41,Fail
S2793,Male,22,61,7.9,Yes,42,No,42,Fail
S2794,Female,27,59,7.5,No,72,No,46,Fail
S2795,Male,22,95,6.1,Yes,97,No,78,Pass
S2796,Male,27,50,8.6,Yes,92,No,57,Pass
S2797,Female,19,86,7.2,Yes,73,No,54,Pass
S2798,Male,36,78,6.0,Yes,79,No,69,Pass
S2799,Male,5,87,8.7,Yes,33,No,30,Fail
S2800,Female,11,50,7.5,No,84,Yes,47,Fail
S2801,Female,22,73,7.1,No,82,Yes,58,Pass
S2802,Male,39,86,8.7,No,70,No,73,Pass
S2803,Male,23,60,7.1,Yes,34,No,31,Fail
S2804,Female,6,84,9.0,No,60,No,33,Fail
S2805,Female,7,69,8.3,No,30,No,25,Fail
S2806,Female,20,81,6.4,Yes,60,No,61,Pass
S2807,Male,26,54,6.4,No,43,No,42,Fail
S2808,Female,36,57,5.1,Yes,56,No,52,Pass
S2809,Male,11,51,7.3,No,99,No,45,Fail
S2810,Male,28,60,5.3,Yes,48,No,52,Pass
S2811,Female,11,94,8.5,No,95,No,63,Pass
S2812,Male,18,59,8.6,No,55,Yes,47,Fail
S2813,Male,23,77,8.5,Yes,72,Yes,66,Pass
S2814,Male,33,66,5.8,Yes,95,No,62,Pass
S2815,Male,27,52,7.4,No,41,No,40,Fail
S2816,Male,14,51,8.7,Yes,99,No,51,Pass
S2817,Male,7,82,8.6,Yes,71,Yes,47,Fail
S2818,Male,21,82,6.8,No,86,No,71,Pass
S2819,Female,40,52,5.0,Yes,30,Yes,47,Fail
S2820,Female,5,73,6.1,Yes,91,No,58,Pass
S2821,Female,35,90,7.8,No,74,No,65,Pass
S2822,Male,39,54,6.3,No,36,No,46,Fail
S2823,Male,33,59,5.0,Yes,84,Yes,73,Pass
S2824,Male,39,91,5.9,Yes,97,Yes,74,Pass
S2825,Female,16,85,4.6,No,34,Yes,34,Fail
S2826,Female,15,54,6.8,Yes,70,No,48,Fail
S2827,Female,38,87,5.9,No,31,No,60,Pass
S2828,Female,28,96,7.3,No,73,Yes,72,Pass
S2829,Female,29,88,8.5,Yes,99,No,82,Pass
S2830,Female,39,53,4.6,Yes,85,No,67,Pass
S2831,Male,23,57,4.8,Yes,46,No,41,Fail
S2832,Female,10,89,6.7,No,66,Yes,39,Fail
S2833,Female,23,97,8.3,Yes,89,No,67,Pass
S2834,Female,12,64,5.1,No,78,Yes,57,Pass
S2835,Female,22,81,6.3,No,42,No,55,Pass
S2836,Female,28,92,7.5,Yes,32,Yes,55,Pass
S2837,Male,23,78,7.2,Yes,74,No,57,Pass
S2838,Male,33,78,8.9,Yes,74,No,57,Pass
S2839,Male,8,66,4.6,No,57,Yes,39,Fail
S2840,Female,22,76,7.6,No,70,No,55,Pass
S2841,Male,31,99,8.6,No,60,No,68,Pass
S2842,Female,10,87,8.1,Yes,77,Yes,56,Pass
S2843,Male,13,76,5.1,No,44,No,35,Fail
S2844,Female,19,56,6.0,No,52,Yes,51,Pass
S2845,Female,16,50,8.8,Yes,34,No,28,Fail
S2846,Female,24,67,4.8,Yes,71,Yes,51,Pass
S2847,Female,28,56,6.9,No,54,No,56,Pass
S2848,Female,16,74,4.7,Yes,82,No,55,Pass
S2849,Female,13,80,8.5,Yes,100,Yes,64,Pass
S2850,Female,23,88,9.1,No,69,No,58,Pass
S2851,Male,9,53,7.1,No,47,Yes,33,Fail
S2852,Male,11,73,8.4,No,95,Yes,50,Pass
S2853,Female,5,82,5.4,Yes,70,Yes,50,Pass
S2854,Female,27,95,4.7,No,53,Yes,55,Pass
S2855,Female,29,95,8.7,Yes,54,Yes,59,Pass
S2856,Male,30,53,7.2,No,38,No,51,Pass
S2857,Male,25,90,5.3,Yes,62,No,54,Pass
S2858,Male,13,65,8.0,Yes,62,Yes,40,Fail
S2859,Male,11,67,6.8,Yes,67,No,44,Fail
S2860,Female,36,52,5.8,No,56,Yes,56,Pass
S2861,Male,34,80,7.7,No,66,Yes,55,Pass
S2862,Female,33,83,9.4,Yes,67,No,57,Pass
S2863,Female,12,85,4.7,Yes,83,Yes,50,Pass
S2864,Male,23,92,7.7,Yes,92,No,56,Pass
S2865,Female,35,72,9.3,Yes,98,No,80,Pass
S2866,Female,9,54,8.9,No,77,No,40,Fail
S2867,Female,38,94,7.0,No,65,Yes,58,Pass
S2868,Female,5,56,7.3,No,98,No,58,Pass
S2869,Female,24,75,7.1,Yes,42,No,48,Fail
S2870,Female,16,78,6.7,No,50,Yes,42,Fail
S2871,Female,19,91,5.5,Yes,55,Yes,55,Pass
S2872,Male,6,73,6.9,No,65,Yes,35,Fail
S2873,Female,35,56,7.5,Yes,83,Yes,68,Pass
S2874,Male,34,96,6.1,No,64,Yes,61,Pass
S2875,Female,9,92,8.5,No,52,Yes,37,Fail
S2876,Female,24,69,8.1,Yes,35,No,46,Fail
S2877,Male,21,83,5.2,No,48,Yes,44,Fail
S2878,Female,9,77,7.3,Yes,92,Yes,56,Pass
S2879,Female,7,70,8.8,No,74,No,34,Fail
S2880,Male,19,72,9.3,Yes,73,No,50,Pass
S2881,Female,33,88,9.4,Yes,39,No,61,Pass
S2882,Male,6,84,6.6,Yes,71,No,46,Fail
S2883,Female,34,55,4.6,Yes,82,No,62,Pass
S2884,Male,25,82,6.5,No,55,No,49,Fail
S2885,Male,11,60,5.5,No,75,Yes,55,Pass
S2886,Male,29,63,7.5,Yes,60,No,59,Pass
S2887,Female,20,58,5.3,Yes,90,No,62,Pass
S2888,Male,7,54,8.4,No,98,No,49,Fail
S2889,Female,39,65,7.4,Yes,66,No,53,Pass
S2890,Female,27,88,5.4,Yes,77,No,68,Pass
S2891,Male,7,73,6.3,No,69,No,35,Fail
S2892,Female,19,54,8.1,No,57,Yes,36,Fail
S2893,Male,19,79,9.0,Yes,84,Yes,49,Fail
S2894,Male,19,91,7.2,Yes,35,No,34,Fail
S2895,Male,10,88,4.8,Yes,94,No,62,Pass
S2896,Female,11,54,6.8,No,97,Yes,42,Fail
S2897,Male,36,60,8.4,Yes,71,Yes,62,Pass
S2898,Female,8,55,7.0,Yes,43,No,21,Fail
S2899,Male,17,64,7.0,Yes,75,Yes,58,Pass
S2900,Female,8,63,6.2,Yes,36,No,33,Fail
S2901,Female,32,99,5.4,Yes,77,Yes,61,Pass
S2902,Female,38,90,8.5,No,99,Yes,75,Pass
S2903,Female,40,93,7.3,No,56,No,62,Pass
S2904,Male,16,68,6.0,Yes,52,Yes,44,Fail
S2905,Male,25,81,7.5,Yes,70,Yes,64,Pass
S2906,Female,20,62,9.1,Yes,30,No,31,Fail
S2907,Male,22,71,5.8,Yes,74,No,55,Pass
S2908,Female,19,99,5.0,Yes,73,Yes,63,Pass
S2909,Male,10,82,6.4,No,40,Yes,35,Fail
S2910,Male,10,62,8.9,No,80,Yes,56,Pass
S2911,Female,35,51,5.6,Yes,98,No,79,Pass
S2912,Female,17,69,6.2,Yes,70,Yes,56,Pass
S2913,Female,23,61,4.8,Yes,99,No,56,Pass
S2914,Male,10,93,4.9,No,32,No,29,Fail
S2915,Male,12,63,5.7,No,31,Yes,21,Fail
S2916,Female,9,57,6.1,No,61,Yes,38,Fail
S2917,Male,29,63,8.6,No,48,Yes,43,Fail
S2918,Male,40,66,6.8,Yes,52,No,59,Pass
S2919,Male,31,55,6.7,No,35,Yes,39,Fail
S2920,Male,34,63,7.4,No,82,No,70,Pass
S2921,Female,35,92,6.3,Yes,55,Yes,61,Pass
S2922,Female,12,61,5.5,No,38,No,35,Fail
S2923,Male,10,52,5.7,No,65,No,44,Fail
S2924,Female,25,81,8.1,No,64,No,56,Pass
S2925,Male,13,98,7.8,Yes,84,Yes,51,Pass
S2926,Female,29,67,8.6,No,66,No,51,Pass
S2927,Female,37,53,8.0,Yes,31,Yes,51,Pass
S2928,Female,7,83,9.2,No,84,No,56,Pass
S2929,Male,26,56,5.1,No,68,No,51,Pass
S2930,Male,39,85,5.2,No,67,Yes,60,Pass
S2931,Female,7,82,9.5,Yes,85,No,45,Fail
S2932,Male,9,59,7.8,No,37,No,35,Fail
S2933,Female,15,50,4.8,No,40,No,26,Fail
S2934,Female,9,94,4.5,Yes,64,Yes,49,Fail
S2935,Female,20,51,7.6,Yes,92,Yes,57,Pass
S2936,Male,29,84,9.5,Yes,31,No,50,Pass
S2937,Male,27,91,5.9,No,77,No,62,Pass
S2938,Male,37,71,8.1,Yes,31,No,55,Pass
S2939,Female,6,89,7.7,Yes,57,Yes,42,Fail
S2940,Male,24,93,8.5,Yes,86,No,66,Pass
S2941,Female,40,85,5.9,Yes,76,Yes,81,Pass
S2942,Male,35,100,9.2,No,70,Yes,79,Pass
S2943,Male,30,96,8.0,Yes,40,No,47,Fail
S2944,Female,19,66,6.9,Yes,70,Yes,56,Pass
S2945,Female,39,72,6.6,Yes,88,No,80,Pass
S2946,Female,19,90,6.6,No,57,No,51,Pass
S2947,Female,11,97,9.0,Yes,80,Yes,50,Pass
S2948,Female,40,56,8.1,Yes,83,No,62,Pass
S2949,Female,9,100,4.6,Yes,35,No,25,Fail
S2950,Female,33,76,9.2,Yes,66,No,60,Pass
S2951,Male,32,96,4.9,Yes,76,No,62,Pass
S2952,Male,38,93,5.4,No,37,No,63,Pass
S2953,Male,14,81,5.1,No,87,No,48,Fail
S2954,Male,22,72,7.4,No,63,No,53,Pass
S2955,Female,32,53,7.3,No,31,Yes,47,Fail
S2956,Female,26,55,7.2,No,47,Yes,49,Fail
S2957,Female,18,78,7.8,Yes,91,Yes,58,Pass
S2958,Male,14,99,7.8,Yes,30,Yes,33,Fail
